id,title,description,difficulty_level,created_at,updated_at,examples,constraints,test_cases
272,Inversion Count Range Queries,"Given an array of integers `nums` of size `n`, and a series of queries, determine if the number of inversions within the range specified by each query is greater than a given threshold. An inversion is defined as a pair (i, j) such that i < j and nums[i] > nums[j].",Hard,2025-03-16T17:43:22.659355+00:00,2025-03-16T17:43:22.659355+00:00,"[{""input"": {""nums"": [5, 2, 6, 1, 3], ""queries"": [{""end"": 4, ""start"": 0, ""threshold"": 5}]}, ""output"": 1}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""queries"": [{""end"": 4, ""start"": 0, ""threshold"": 1}]}, ""output"": 0}]","[""0 \u2264 threshold \u2264 n * (n - 1) / 2"", ""0 \u2264 start \u2264 end < n"", ""1 \u2264 number of queries \u2264 10^4"", ""0 \u2264 nums[i] \u2264 10^9"", ""1 \u2264 n \u2264 10^5""]","[{""input"": {""nums"": [5, 2, 6, 1, 3], ""queries"": [{""end"": 4, ""start"": 0, ""threshold"": 5}]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 2, 3, 4, 5], ""queries"": [{""end"": 4, ""start"": 0, ""threshold"": 1}]}, ""expected_output"": 0}, {""input"": {""nums"": [5, 4, 3, 2, 1], ""queries"": [{""end"": 4, ""start"": 0, ""threshold"": 5}]}, ""expected_output"": 1}, {""input"": {""nums"": [5, 4, 3, 2, 1], ""queries"": [{""end"": 4, ""start"": 0, ""threshold"": 10}]}, ""expected_output"": 1}, {""input"": {""nums"": [5, 4, 3, 2, 1], ""queries"": [{""end"": 4, ""start"": 0, ""threshold"": 11}]}, ""expected_output"": 0}]"
281,Min Cost Max Flow Assignment,"Given two arrays, `workers` and `tasks`, where `workers[i]` represents the skill level of the i-th worker and `tasks[j]` represents the difficulty level of the j-th task. Each worker can be assigned to at most one task, and each task can be assigned to at most one worker. The cost of assigning worker `i` to task `j` is `abs(workers[i] - tasks[j])`. Determine if it's possible to assign all tasks to workers such that the total cost is less than or equal to `max_cost`. Return 1 if possible, otherwise return 0.",Hard,2025-03-16T17:50:13.033249+00:00,2025-03-16T17:50:13.033249+00:00,"[{""input"": {""tasks"": [2, 3, 6], ""workers"": [4, 1, 5], ""max_cost"": 10}, ""output"": 1}, {""input"": {""tasks"": [4, 5, 6], ""workers"": [1, 2, 3], ""max_cost"": 5}, ""output"": 0}]","[""0 <= max_cost <= 100000"", ""1 <= tasks[i] <= 1000"", ""1 <= workers[i] <= 1000"", ""workers.length == tasks.length"", ""1 <= tasks.length <= 100"", ""1 <= workers.length <= 100""]","[{""input"": {""tasks"": [2, 3, 6], ""workers"": [4, 1, 5], ""max_cost"": 10}, ""expected_output"": 1}, {""input"": {""tasks"": [4, 5, 6], ""workers"": [1, 2, 3], ""max_cost"": 5}, ""expected_output"": 0}, {""input"": {""tasks"": [3, 6, 1, 9], ""workers"": [1, 5, 2, 8], ""max_cost"": 15}, ""expected_output"": 1}, {""input"": {""tasks"": [5, 6, 7, 8], ""workers"": [1, 2, 3, 4], ""max_cost"": 2}, ""expected_output"": 0}, {""input"": {""tasks"": [15, 25, 35], ""workers"": [10, 20, 30], ""max_cost"": 20}, ""expected_output"": 1}]"
282,Minimize Malware Spread II,"You are given a network of computers represented as an n x n adjacency matrix graph where graph[i][j] = 1 if there is a connection between the ith and jth computers, and graph[i][j] = 0 otherwise. Both the computer network and the initial list of infected computers are directly connected. Only infected computers can spread the malware. A computer is cleaned if it is not initially infected and at least one of its neighbors is infected. You are allowed to initially inoculate one uninfected computer. Your goal is to minimize the number of initially infected computers that will still be infected after cleaning the network. Return the index of the computer you will inoculate. If multiple computers could be chosen return the smallest index. If all the remaining computers will still be infected no matter which uninfected computer you inoculate, return -1.",Hard,2025-03-16T17:50:31.757855+00:00,2025-03-16T17:50:31.757855+00:00,"[{""input"": {""graph"": [[1, 1, 0], [1, 1, 0], [0, 0, 1]], ""initial"": [0, 1, 2]}, ""output"": 2}, {""input"": {""graph"": [[1, 1, 0], [1, 1, 1], [0, 1, 1]], ""initial"": [0, 1]}, ""output"": 0}]","[""All integers in initial are unique."", ""0 <= initial[i] < n"", ""initial.length < n"", ""graph[i][i] == 1"", ""graph[i][j] is 0 or 1."", ""2 <= n <= 300"", ""n == graph[i].length"", ""n == graph.length""]","[{""input"": {""graph"": [[1, 1, 0], [1, 1, 0], [0, 0, 1]], ""initial"": [0, 1, 2]}, ""expected_output"": 2}, {""input"": {""graph"": [[1, 1, 0], [1, 1, 1], [0, 1, 1]], ""initial"": [0, 1]}, ""expected_output"": 0}, {""input"": {""graph"": [[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 1], [0, 0, 1, 1]], ""initial"": [0, 1]}, ""expected_output"": -1}, {""input"": {""graph"": [[1, 0, 0, 0, 0], [0, 1, 0, 0, 0], [0, 0, 1, 0, 0], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1]], ""initial"": [0, 1, 2, 3, 4]}, ""expected_output"": 0}, {""input"": {""graph"": [[1, 1, 0, 0], [1, 1, 0, 0], [0, 0, 1, 1], [0, 0, 1, 1]], ""initial"": [0, 2]}, ""expected_output"": 0}]"
297,Path Sum Existence,"Given a binary tree where each node contains an integer value, determine if there exists a root-to-leaf path such that the sum of all the node values along the path equals a given target sum. Return 1 if such a path exists, and 0 otherwise.",Medium,2025-03-16T17:58:15.479688+00:00,2025-03-16T17:58:15.479688+00:00,"[{""input"": {""root"": {""val"": 5, ""left"": {""val"": 4, ""left"": {""val"": 11, ""left"": {""val"": 7, ""left"": null, ""right"": null}, ""right"": {""val"": 2, ""left"": null, ""right"": null}}, ""right"": null}, ""right"": {""val"": 8, ""left"": {""val"": 13, ""left"": null, ""right"": null}, ""right"": {""val"": 4, ""left"": null, ""right"": {""val"": 1, ""left"": null, ""right"": null}}}}, ""targetSum"": 22}, ""output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": {""val"": 3, ""left"": null, ""right"": null}}, ""targetSum"": 5}, ""output"": 1}]","[""-1000 <= targetSum <= 1000"", ""-1000 <= Node.val <= 1000"", ""The number of nodes in the tree is in the range [0, 5000].""]","[{""input"": {""root"": {""val"": 5, ""left"": {""val"": 4, ""left"": {""val"": 11, ""left"": {""val"": 7, ""left"": null, ""right"": null}, ""right"": {""val"": 2, ""left"": null, ""right"": null}}, ""right"": null}, ""right"": {""val"": 8, ""left"": {""val"": 13, ""left"": null, ""right"": null}, ""right"": {""val"": 4, ""left"": null, ""right"": {""val"": 1, ""left"": null, ""right"": null}}}}, ""targetSum"": 22}, ""expected_output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": {""val"": 3, ""left"": null, ""right"": null}}, ""targetSum"": 5}, ""expected_output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": {""val"": 3, ""left"": null, ""right"": null}}, ""targetSum"": 4}, ""expected_output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": {""val"": 3, ""left"": null, ""right"": null}}, ""targetSum"": 10}, ""expected_output"": 0}, {""input"": {""root"": null, ""targetSum"": 0}, ""expected_output"": 0}]"
300,Complex Password Validator,"Write a regular expression to validate if a password meets the following criteria:

1. Minimum 10 characters long.
2. Contains at least one uppercase letter.
3. Contains at least one lowercase letter.
4. Contains at least one digit.
5. Contains at least one special character (e.g., !@#$%^&*).
6. Should NOT contain any whitespace characters.

Return 1 if the password is valid, otherwise return 0.",Hard,2025-03-16T18:00:18.491643+00:00,2025-03-16T18:00:18.491643+00:00,"[{""input"": {""password"": ""A1b@cDefgh""}, ""output"": 1}, {""input"": {""password"": ""short""}, ""output"": 0}]","[""1 \u2264 password.length \u2264 100""]","[{""input"": {""password"": ""A1b@cDefgh""}, ""expected_output"": 1}, {""input"": {""password"": ""Password123!""}, ""expected_output"": 1}, {""input"": {""password"": ""WeakPass""}, ""expected_output"": 0}, {""input"": {""password"": ""NoSpecialChars1""}, ""expected_output"": 0}, {""input"": {""password"": ""AllLowercasenumber""}, ""expected_output"": 0}, {""input"": {""password"": ""ValidPasswordWith$!""}, ""expected_output"": 1}, {""input"": {""password"": ""Valid Password With Space""}, ""expected_output"": 0}]"
304,Check if a Value Exists in a Binary Tree (Preorder Traversal),"Given the root of a binary tree and an integer target, determine if the target value exists within the tree using a preorder traversal. Return 1 if the target exists, otherwise return 0.",Easy,2025-03-16T18:02:07.287567+00:00,2025-03-16T18:02:07.287567+00:00,"[{""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": {""val"": 3, ""left"": null, ""right"": null}}, ""target"": 2}, ""output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": {""val"": 3, ""left"": null, ""right"": null}}, ""target"": 4}, ""output"": 0}]","[""-100 <= target <= 100"", ""-100 <= Node.val <= 100"", ""The number of nodes in the tree is in the range [0, 100].""]","[{""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": {""val"": 3, ""left"": null, ""right"": null}}, ""target"": 2}, ""expected_output"": 1}, {""input"": {""root"": {""val"": 1, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": {""val"": 3, ""left"": null, ""right"": null}}, ""target"": 4}, ""expected_output"": 0}, {""input"": {""root"": null, ""target"": 5}, ""expected_output"": 0}, {""input"": {""root"": {""val"": 5, ""left"": null, ""right"": null}, ""target"": 5}, ""expected_output"": 1}, {""input"": {""root"": {""val"": 10, ""left"": {""val"": 5, ""left"": null, ""right"": null}, ""right"": {""val"": 15, ""left"": null, ""right"": null}}, ""target"": 15}, ""expected_output"": 1}]"
334,Largest Square Submatrix with Prime Sum,"Given a square matrix of integers, find the largest square submatrix whose sum of elements is a prime number. Return the side length of the largest such submatrix. If no such submatrix exists, return 0.",Hard,2025-03-16T18:24:03.859781+00:00,2025-03-16T18:24:03.859781+00:00,"[{""input"": {""matrix"": [[1, 2, 3], [4, 5, 6], [7, 8, 9]]}, ""output"": 2}, {""input"": {""matrix"": [[1, 2, 3], [4, 5, 6], [7, 8, 1]]}, ""output"": 3}]","[""1 \u2264 matrix[i][j] \u2264 1000"", ""matrix.length == matrix[i].length"", ""1 \u2264 matrix.length \u2264 150""]","[{""input"": {""matrix"": [[1, 2, 3], [4, 5, 6], [7, 8, 9]]}, ""expected_output"": 2}, {""input"": {""matrix"": [[1, 2, 3], [4, 5, 6], [7, 8, 1]]}, ""expected_output"": 3}, {""input"": {""matrix"": [[4, 6, 8], [10, 12, 14], [16, 18, 20]]}, ""expected_output"": 0}, {""input"": {""matrix"": [[2, 3, 5], [7, 11, 13], [17, 19, 23]]}, ""expected_output"": 1}, {""input"": {""matrix"": [[1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1]]}, ""expected_output"": 0}]"
344,Course Scheduling with Prerequisites and Maximum Semester Load,"You are given a list of courses that need to be taken to complete a degree. Each course may have prerequisites, represented as pairs of (course, prerequisite). You are also given the maximum number of courses that can be taken in a single semester, `k`. Determine if it is possible to complete all courses, and if so, find the minimum number of semesters required. If it is not possible to complete all courses due to a cycle or the semester load constraint, return -1.",Hard,2025-03-16T18:31:58.418368+00:00,2025-03-16T18:31:58.418368+00:00,"[{""input"": {""num_courses"": 4, ""prerequisites"": [[1, 0], [2, 0], [3, 1], [3, 2]], ""max_courses_per_semester"": 2}, ""output"": 2}, {""input"": {""num_courses"": 2, ""prerequisites"": [[1, 0], [0, 1]], ""max_courses_per_semester"": 1}, ""output"": -1}]","[""1 <= max_courses_per_semester <= num_courses"", ""0 <= prerequisite[i][0], prerequisite[i][1] < num_courses"", ""0 <= len(prerequisites) <= 5000"", ""1 <= num_courses <= 1000""]","[{""input"": {""num_courses"": 4, ""prerequisites"": [[1, 0], [2, 0], [3, 1], [3, 2]], ""max_courses_per_semester"": 2}, ""expected_output"": 2}, {""input"": {""num_courses"": 2, ""prerequisites"": [[1, 0], [0, 1]], ""max_courses_per_semester"": 1}, ""expected_output"": -1}, {""input"": {""num_courses"": 3, ""prerequisites"": [[1, 0], [2, 1]], ""max_courses_per_semester"": 1}, ""expected_output"": 3}, {""input"": {""num_courses"": 5, ""prerequisites"": [[0, 1], [0, 2], [1, 3], [2, 3], [3, 4]], ""max_courses_per_semester"": 2}, ""expected_output"": 3}, {""input"": {""num_courses"": 3, ""prerequisites"": [], ""max_courses_per_semester"": 2}, ""expected_output"": 2}]"
346,Check if Edge is in MST,"Given a weighted undirected graph represented by a list of edges and the number of vertices, determine if a specific edge is part of any Minimum Spanning Tree (MST) of the graph. Return 1 if the edge can be part of an MST, and 0 otherwise. Assume the graph is connected.",Easy,2025-03-16T18:33:19.361346+00:00,2025-03-16T18:33:19.361346+00:00,"[{""input"": {""edges"": [{""u"": 0, ""v"": 1, ""weight"": 1}, {""u"": 0, ""v"": 2, ""weight"": 2}, {""u"": 1, ""v"": 2, ""weight"": 3}, {""u"": 1, ""v"": 3, ""weight"": 5}, {""u"": 2, ""v"": 3, ""weight"": 4}], ""target_edge"": {""u"": 0, ""v"": 1, ""weight"": 1}, ""num_vertices"": 4}, ""output"": 1}, {""input"": {""edges"": [{""u"": 0, ""v"": 1, ""weight"": 1}, {""u"": 0, ""v"": 2, ""weight"": 2}, {""u"": 1, ""v"": 2, ""weight"": 3}, {""u"": 1, ""v"": 3, ""weight"": 5}, {""u"": 2, ""v"": 3, ""weight"": 4}], ""target_edge"": {""u"": 1, ""v"": 2, ""weight"": 3}, ""num_vertices"": 4}, ""output"": 0}]","[""The graph is connected."", ""1 <= weight <= 1000"", ""0 <= u, v < num_vertices"", ""num_vertices - 1 <= len(edges) <= num_vertices * (num_vertices - 1) / 2"", ""2 <= num_vertices <= 100""]","[{""input"": {""edges"": [{""u"": 0, ""v"": 1, ""weight"": 1}, {""u"": 0, ""v"": 2, ""weight"": 2}, {""u"": 1, ""v"": 2, ""weight"": 3}, {""u"": 1, ""v"": 3, ""weight"": 5}, {""u"": 2, ""v"": 3, ""weight"": 4}], ""target_edge"": {""u"": 0, ""v"": 1, ""weight"": 1}, ""num_vertices"": 4}, ""expected_output"": 1}, {""input"": {""edges"": [{""u"": 0, ""v"": 1, ""weight"": 1}, {""u"": 0, ""v"": 2, ""weight"": 2}, {""u"": 1, ""v"": 2, ""weight"": 3}, {""u"": 1, ""v"": 3, ""weight"": 5}, {""u"": 2, ""v"": 3, ""weight"": 4}], ""target_edge"": {""u"": 1, ""v"": 2, ""weight"": 3}, ""num_vertices"": 4}, ""expected_output"": 0}, {""input"": {""edges"": [{""u"": 0, ""v"": 1, ""weight"": 5}, {""u"": 0, ""v"": 2, ""weight"": 10}, {""u"": 1, ""v"": 2, ""weight"": 3}, {""u"": 1, ""v"": 3, ""weight"": 1}, {""u"": 2, ""v"": 4, ""weight"": 2}, {""u"": 3, ""v"": 4, ""weight"": 8}], ""target_edge"": {""u"": 1, ""v"": 3, ""weight"": 1}, ""num_vertices"": 5}, ""expected_output"": 1}, {""input"": {""edges"": [{""u"": 0, ""v"": 1, ""weight"": 1}, {""u"": 0, ""v"": 2, ""weight"": 5}, {""u"": 1, ""v"": 2, ""weight"": 2}], ""target_edge"": {""u"": 0, ""v"": 2, ""weight"": 5}, ""num_vertices"": 3}, ""expected_output"": 0}, {""input"": {""edges"": [{""u"": 0, ""v"": 1, ""weight"": 4}, {""u"": 0, ""v"": 2, ""weight"": 3}, {""u"": 1, ""v"": 2, ""weight"": 1}, {""u"": 1, ""v"": 3, ""weight"": 2}, {""u"": 2, ""v"": 3, ""weight"": 4}, {""u"": 3, ""v"": 4, ""weight"": 5}, {""u"": 4, ""v"": 5, ""weight"": 6}], ""target_edge"": {""u"": 4, ""v"": 5, ""weight"": 6}, ""num_vertices"": 6}, ""expected_output"": 1}]"
353,Prefix Existence,"Implement a Trie data structure and use it to determine if any string in a given list of strings is a prefix of another string in the same list. Return 1 if such a prefix exists, and 0 otherwise.",Medium,2025-03-16T18:37:55.803968+00:00,2025-03-16T18:37:55.803968+00:00,"[{""input"": {""words"": [""apple"", ""app"", ""apricot""]}, ""output"": 1}, {""input"": {""words"": [""cat"", ""dog"", ""bird""]}, ""output"": 0}]","[""words[i] consists of lowercase English letters"", ""1 \u2264 words[i].length \u2264 20"", ""1 \u2264 words.length \u2264 10^4""]","[{""input"": {""words"": [""apple"", ""app"", ""apricot""]}, ""expected_output"": 1}, {""input"": {""words"": [""cat"", ""dog"", ""bird""]}, ""expected_output"": 0}, {""input"": {""words"": [""a"", ""b"", ""c""]}, ""expected_output"": 0}, {""input"": {""words"": [""aa"", ""aaa"", ""aaaa""]}, ""expected_output"": 1}, {""input"": {""words"": [""abc"", ""ab"", ""abcd"", ""a""]}, ""expected_output"": 1}]"
356,Valid Parentheses with Wildcard,"Given a string s containing just the characters '(', ')', and '*', determine if the string is valid. The string is valid if:

1. Every left parenthesis '(' must have a corresponding right parenthesis ')'.
2. Every right parenthesis ')' must have a corresponding left parenthesis '('.
3. Left parenthesis '(' must go before the corresponding right parenthesis ')'.
4. '*' could be treated as a single right parenthesis ')' or a single left parenthesis '(' or an empty string.

Return 1 if the string is valid, otherwise return 0.",Medium,2025-03-16T18:40:26.381602+00:00,2025-03-16T18:40:26.381602+00:00,"[{""input"": {""s"": ""()""}, ""output"": 1}, {""input"": {""s"": ""(*)""}, ""output"": 1}, {""input"": {""s"": ""(*))""}, ""output"": 1}]","[""s[i] is '(' , ')' or '*'"", ""1 <= s.length <= 100""]","[{""input"": {""s"": ""()""}, ""expected_output"": 1}, {""input"": {""s"": ""(*)""}, ""expected_output"": 1}, {""input"": {""s"": ""(*))""}, ""expected_output"": 1}, {""input"": {""s"": ""((""}, ""expected_output"": 0}, {""input"": {""s"": ""))""}, ""expected_output"": 0}, {""input"": {""s"": "")*(""}, ""expected_output"": 0}, {""input"": {""s"": ""(((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((""}, ""expected_output"": 0}, {""input"": {""s"": ""*""}, ""expected_output"": 1}]"
357,Valid Password,"Given a string representing a password, determine if it is a valid password based on the following criteria:

1.  The password must be at least 8 characters long.
2.  The password must contain at least one uppercase letter.
3.  The password must contain at least one lowercase letter.
4.  The password must contain at least one digit.
5.  The password must contain at least one special character (e.g., !, @, #, $, %, ^, &, *).

Return 1 if the password is valid, otherwise return 0.",Medium,2025-03-16T18:43:04.097195+00:00,2025-03-16T18:43:04.097195+00:00,"[{""input"": {""password"": ""P@sswOrd123""}, ""output"": 1}, {""input"": {""password"": ""short""}, ""output"": 0}]","[""Password contains only ASCII characters."", ""1 \u2264 password.length \u2264 100""]","[{""input"": {""password"": ""P@sswOrd123""}, ""expected_output"": 1}, {""input"": {""password"": ""Short1""}, ""expected_output"": 0}, {""input"": {""password"": ""PasswordWithoutSpecial1""}, ""expected_output"": 0}, {""input"": {""password"": ""PASSWORD1!""}, ""expected_output"": 0}, {""input"": {""password"": ""password1!""}, ""expected_output"": 0}, {""input"": {""password"": ""PasswOrd!""}, ""expected_output"": 0}, {""input"": {""password"": ""P@$$wOrd""}, ""expected_output"": 0}, {""input"": {""password"": ""P@sswOrd""}, ""expected_output"": 0}, {""input"": {""password"": ""P@sswOrd""}, ""expected_output"": 0}]"
366,Prefix Check in Word List,"Given a list of strings `words`, determine if there exists any pair of distinct words (word1, word2) in the list such that word1 is a prefix of word2. Return 1 if such a pair exists, otherwise return 0.",Medium,2025-03-16T20:41:44.084311+00:00,2025-03-16T20:41:44.084311+00:00,"[{""input"": {""words"": [""apple"", ""app"", ""banana""]}, ""output"": 1}, {""input"": {""words"": [""hello"", ""world"", ""hi""]}, ""output"": 0}]","[""words[i] consists of lowercase English letters"", ""1 \u2264 words[i].length \u2264 50"", ""1 \u2264 words.length \u2264 10^4""]","[{""input"": {""words"": [""apple"", ""app"", ""banana""]}, ""expected_output"": 1}, {""input"": {""words"": [""hello"", ""world"", ""hi""]}, ""expected_output"": 0}, {""input"": {""words"": [""a"", ""ab"", ""abc""]}, ""expected_output"": 1}, {""input"": {""words"": [""ab"", ""a"", ""abc""]}, ""expected_output"": 1}, {""input"": {""words"": [""abc"", ""ab"", ""a""]}, ""expected_output"": 1}, {""input"": {""words"": [""car"", ""card"", ""cards""]}, ""expected_output"": 1}, {""input"": {""words"": [""dog"", ""racecar"", ""car""]}, ""expected_output"": 1}]"
369,Subarray Sum,"Given an array of integers nums and an integer k, return 1 if there exists a contiguous subarray of size k that sums up to a target value, otherwise return 0.",Easy,2025-03-16T20:42:57.646974+00:00,2025-03-16T20:42:57.646974+00:00,"[{""input"": {""k"": 4, ""nums"": [1, 4, 2, 10, 2, 3, 1, 0, 20], ""target"": 17}, ""output"": 1}, {""input"": {""k"": 2, ""nums"": [1, 2, 3, 4, 5], ""target"": 7}, ""output"": 1}]","[""-10^4 \u2264 target \u2264 10^4"", ""-10^3 \u2264 nums[i] \u2264 10^3"", ""1 \u2264 k \u2264 nums.length"", ""2 \u2264 nums.length \u2264 10^5""]","[{""input"": {""k"": 4, ""nums"": [1, 4, 2, 10, 2, 3, 1, 0, 20], ""target"": 17}, ""expected_output"": 1}, {""input"": {""k"": 2, ""nums"": [1, 2, 3, 4, 5], ""target"": 7}, ""expected_output"": 1}, {""input"": {""k"": 3, ""nums"": [1, 2, 3, 4, 5], ""target"": 15}, ""expected_output"": 0}, {""input"": {""k"": 1, ""nums"": [5, 5, 5, 5, 5], ""target"": 5}, ""expected_output"": 1}, {""input"": {""k"": 3, ""nums"": [10, 20, 30], ""target"": 60}, ""expected_output"": 1}]"
370,Check Subset,"Given two arrays of integers, arr1 and arr2, return 1 if arr1 is a subset of arr2 (meaning all elements in arr1 are also present in arr2), otherwise return 0.",Easy,2025-03-16T20:43:11.978799+00:00,2025-03-16T20:43:11.978799+00:00,"[{""input"": {""arr1"": [1, 2, 3], ""arr2"": [1, 2, 3, 4, 5]}, ""output"": 1}, {""input"": {""arr1"": [1, 2, 6], ""arr2"": [1, 2, 3, 4, 5]}, ""output"": 0}]","[""-100 \u2264 arr2[i] \u2264 100"", ""-100 \u2264 arr1[i], arr2[i] \u2264 100"", ""1 \u2264 arr2.length \u2264 1000"", ""1 \u2264 arr1.length \u2264 100""]","[{""input"": {""arr1"": [1, 2, 3], ""arr2"": [1, 2, 3, 4, 5]}, ""expected_output"": 1}, {""input"": {""arr1"": [1, 2, 6], ""arr2"": [1, 2, 3, 4, 5]}, ""expected_output"": 0}, {""input"": {""arr1"": [], ""arr2"": [1, 2, 3]}, ""expected_output"": 1}, {""input"": {""arr1"": [1, 1, 2], ""arr2"": [1, 2, 3]}, ""expected_output"": 1}, {""input"": {""arr1"": [4, 5, 6], ""arr2"": [1, 2, 3]}, ""expected_output"": 0}]"
377,Subarray Sum Greater Than Target,"Given an array of integers `nums` and an integer `target`, return 1 if there exists a subarray of size 3 whose sum is strictly greater than `target`, otherwise return 0.",Easy,2025-03-16T20:44:57.456920+00:00,2025-03-16T20:44:57.456920+00:00,"[{""input"": {""nums"": [1, 2, 3, 4, 5], ""target"": 6}, ""output"": 1}, {""input"": {""nums"": [1, 1, 1, 1, 1], ""target"": 5}, ""output"": 0}]","[""0 \u2264 target \u2264 10^6"", ""-10^3 \u2264 nums[i] \u2264 10^3"", ""3 \u2264 nums.length \u2264 10^4""]","[{""input"": {""nums"": [1, 2, 3, 4, 5], ""target"": 6}, ""expected_output"": 1}, {""input"": {""nums"": [1, 1, 1, 1, 1], ""target"": 5}, ""expected_output"": 0}, {""input"": {""nums"": [10, 2, 3, 4, 5], ""target"": 1}, ""expected_output"": 1}, {""input"": {""nums"": [-1, -2, -3, 10, 5], ""target"": -5}, ""expected_output"": 1}, {""input"": {""nums"": [1, 2, 3], ""target"": 6}, ""expected_output"": 0}, {""input"": {""nums"": [1, 2, 3], ""target"": 5}, ""expected_output"": 1}]"
379,Word Search in Trie,"Given a list of words, build a Trie from these words. Then, given a target word, determine if the target word exists in the Trie. Return 1 if the word exists, and 0 otherwise.",Easy,2025-03-16T20:45:30.854568+00:00,2025-03-16T20:45:30.854568+00:00,"[{""input"": {""words"": [""apple"", ""banana""], ""targetWord"": ""orange""}, ""output"": 0}, {""input"": {""words"": [""apple"", ""banana""], ""targetWord"": ""apple""}, ""output"": 1}]","[""words[i] and targetWord consist of lowercase English letters."", ""1 \u2264 targetWord.length \u2264 20"", ""1 \u2264 words[i].length \u2264 20"", ""1 \u2264 words.length \u2264 100""]","[{""input"": {""words"": [""apple"", ""banana""], ""targetWord"": ""apple""}, ""expected_output"": 1}, {""input"": {""words"": [""apple"", ""banana""], ""targetWord"": ""orange""}, ""expected_output"": 0}, {""input"": {""words"": [""car"", ""card""], ""targetWord"": ""card""}, ""expected_output"": 1}, {""input"": {""words"": [""car"", ""card""], ""targetWord"": ""carpet""}, ""expected_output"": 0}, {""input"": {""words"": [], ""targetWord"": ""apple""}, ""expected_output"": 0}]"
385,Valid Email,"Given a string, return 1 if the string is a valid simplified email address, otherwise return 0. A valid simplified email address must contain exactly one '@' symbol, at least one '.' after the '@' symbol, and only consist of alphanumeric characters, '.', '@', '+', '-', '_'.",Easy,2025-03-16T20:47:35.175365+00:00,2025-03-16T20:47:35.175365+00:00,"[{""input"": {""email"": ""example@example.com""}, ""output"": 1}, {""input"": {""email"": ""invalid-email""}, ""output"": 0}]","[""email consists of ASCII characters"", ""1 \u2264 email.length \u2264 100""]","[{""input"": {""email"": ""example@example.com""}, ""expected_output"": 1}, {""input"": {""email"": ""user+filter@example.net""}, ""expected_output"": 1}, {""input"": {""email"": ""no-at-symbol.com""}, ""expected_output"": 0}, {""input"": {""email"": ""missing.dot@com""}, ""expected_output"": 0}, {""input"": {""email"": ""invalid.chars!@example.com""}, ""expected_output"": 0}]"
386,Perfect Number,"Given a positive integer n, return 1 if n is a perfect number, otherwise return 0. A perfect number is a positive integer that is equal to the sum of its proper divisors (divisors excluding the number itself).",Medium,2025-03-16T20:47:48.431197+00:00,2025-03-16T20:47:48.431197+00:00,"[{""input"": {""n"": 6}, ""output"": 1}, {""input"": {""n"": 28}, ""output"": 1}]","[""1 \u2264 n \u2264 10^6""]","[{""input"": {""n"": 6}, ""expected_output"": 1}, {""input"": {""n"": 28}, ""expected_output"": 1}, {""input"": {""n"": 496}, ""expected_output"": 1}, {""input"": {""n"": 8128}, ""expected_output"": 1}, {""input"": {""n"": 10}, ""expected_output"": 0}]"
397,B-Tree Node Keys Sorted,"Given a list of integers representing the keys within a B-Tree node, determine if the keys are sorted in non-decreasing order. Return 1 if the keys are sorted, otherwise return 0.",Easy,2025-03-16T20:52:21.784347+00:00,2025-03-16T20:52:21.784347+00:00,"[{""input"": {""keys"": [2, 5, 7, 9]}, ""output"": 1}, {""input"": {""keys"": [2, 7, 5, 9]}, ""output"": 0}]","[""-1000 \u2264 keys[i] \u2264 1000"", ""0 \u2264 keys.length \u2264 100""]","[{""input"": {""keys"": [2, 5, 7, 9]}, ""expected_output"": 1}, {""input"": {""keys"": [2, 7, 5, 9]}, ""expected_output"": 0}, {""input"": {""keys"": [5]}, ""expected_output"": 1}, {""input"": {""keys"": []}, ""expected_output"": 1}, {""input"": {""keys"": [10, 5, 20]}, ""expected_output"": 0}]"
